Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Fiscal Year,Calendar Year
2008-09-30,2007,Y,U.S. Nuclear Regulatory Commission,1,0.6,null,null,0.4,2008,2008
2008-09-30,2007,Y,National Credit Union Administration,0.3,0.1,null,null,0.2,2008,2008
2008-09-30,2007,Y,Securities and Exchange Commission,1,1.5,null,null,-0.5,2008,2008
2008-09-30,2007,Y,Tennessee Valley Authority,10.9,10.4,null,null,0.5,2008,2008
2008-09-30,2007,Y,Farm Credit System Insurance Corporation,null,0.1,null,null,-0.1,2008,2008
2008-09-30,2007,Y,Export-Import Bank of the United States,0.5,0.9,null,null,-0.4,2008,2008
2008-09-30,2007,Y,Pension Benefit Guaranty Corporation,1.5,6.1,null,null,-4.6,2008,2008
2008-09-30,2007,Y,U.S. Postal Service,60.1,73.7,null,null,-13.6,2008,2008
2008-09-30,2007,Y,All other entities,23.5,0.7,null,null,22.8,2008,2008
2008-09-30,2007,Y,Total,3157.3,247.8,null,null,2909.5,2008,2008
2007-09-30,2007,N,Department of Health and Human Services,718.6,51.8,null,null,666.8,2007,2007
2007-09-30,2007,N,Department of Defense,689.6,25.1,null,null,664.5,2007,2007
2007-09-30,2007,N,Social Security Administration,626.4,0.3,null,null,626.1,2007,2007
2007-09-30,2007,N,Interest on Treasury Securities held by the public,238.9,null,null,null,238.9,2007,2007
2007-09-30,2007,N,Department of Agriculture,98.6,12.1,null,null,86.5,2007,2007
2007-09-30,2007,N,Department of the Treasury,86.9,6.3,null,null,80.6,2007,2007
2007-09-30,2007,N,Department of Transportation,66.2,0.5,null,null,65.7,2007,2007
2007-09-30,2007,N,Department of Energy,67.5,4.3,null,null,63.2,2007,2007
2007-09-30,2007,N,Department of Education,66.3,4.5,null,null,61.8,2007,2007
2007-09-30,2007,N,Department of Veterans Affairs,63.1,3.7,null,null,59.4,2007,2007
2007-09-30,2007,N,Department of Housing and Urban Development,54,0.9,null,null,53.1,2007,2007
2007-09-30,2007,N,Department of Labor,50.1,null,null,null,50.1,2007,2007
2007-09-30,2007,N,Department of Homeland Security,51.1,7.1,null,null,44,2007,2007
2007-09-30,2007,N,Department of Justice,28.8,1,null,null,27.8,2007,2007
2007-09-30,2007,N,Office of Personnel Management,36.2,15.5,null,null,20.7,2007,2007
2007-09-30,2007,N,Department of the Interior,18.6,2,null,null,16.6,2007,2007
2007-09-30,2007,N,National Aeronautics and Space Administration,16.3,0.1,null,null,16.2,2007,2007
2007-09-30,2007,N,Department of State,18.4,3.4,null,null,15,2007,2007
2007-09-30,2007,N,Environmental Protection Agency,10,0.4,null,null,9.6,2007,2007
2007-09-30,2007,N,Agency for International Development,9.7,0.3,null,null,9.4,2007,2007
2007-09-30,2007,N,Department of Commerce,9.6,1.9,null,null,7.7,2007,2007
2007-09-30,2007,N,Federal Communications Commission,7.9,0.4,null,null,7.5,2007,2007
2007-09-30,2007,N,National Science Foundation,5.7,null,null,null,5.7,2007,2007
2007-09-30,2007,N,Railroad Retirement Board,15.7,10.3,null,null,5.4,2007,2007
2007-09-30,2007,N,Small Business Administration,1.3,0.4,null,null,0.9,2007,2007
2007-09-30,2007,N,Federal Deposit Insurance Corporation,1.7,0.9,null,null,0.8,2007,2007
2007-09-30,2007,N,Tennessee Valley Authority,10.9,10.4,null,null,0.5,2007,2007
2007-09-30,2007,N,U.S. Nuclear Regulatory Commission,1,0.6,null,null,0.4,2007,2007
2007-09-30,2007,N,National Credit Union Administration,0.3,0.1,null,null,0.2,2007,2007
2007-09-30,2007,N,General Services Administration,0.6,0.5,null,null,0.1,2007,2007
2007-09-30,2007,N,Export-Import Bank of the United States,0.5,0.9,null,null,-0.4,2007,2007
2007-09-30,2007,N,Pension Benefit Guaranty Corporation,1.5,6.1,null,null,-4.6,2007,2007
2007-09-30,2007,N,U.S. Postal Service,60.1,73.7,null,null,-13.6,2007,2007
2007-09-30,2007,N,All other entities,25.2,2.3,null,null,22.9,2007,2007
2007-09-30,2007,N,Total,3157.3,247.8,null,null,2909.5,2007,2007
2007-09-30,2006,Y,Department of Health and Human Services,678.8,51.4,null,null,627.4,2007,2007
2007-09-30,2006,Y,Department of Defense,658,24.1,null,null,633.9,2007,2007
2007-09-30,2006,Y,Social Security Administration,593.1,0.3,null,null,592.8,2007,2007
2007-09-30,2006,Y,Interest on Treasury Securities held by the public,221.5,null,null,null,221.5,2007,2007
2007-09-30,2006,Y,Department of Agriculture,109,11.4,null,null,97.6,2007,2007
2007-09-30,2006,Y,Department of the Treasury,85.5,4.1,null,null,81.4,2007,2007
2007-09-30,2006,Y,Department of Transportation,66.6,0.6,null,null,66,2007,2007
2007-09-30,2006,Y,Department of Energy,70.9,5.1,null,null,65.8,2007,2007
2007-09-30,2006,Y,Department of Education,97.3,4.7,null,null,92.6,2007,2007
2007-09-30,2006,Y,Department of Veterans Affairs,117.3,3.5,null,null,113.8,2007,2007
2007-09-30,2006,Y,Department of Housing and Urban Development,43,1,null,null,42,2007,2007
2007-09-30,2006,Y,Department of Labor,48.2,null,null,null,48.2,2007,2007
2007-09-30,2006,Y,Department of Homeland Security,63.4,6.8,null,null,56.6,2007,2007
2007-09-30,2006,Y,Department of Justice,28.6,1,null,null,27.6,2007,2007
2007-09-30,2006,Y,Office of Personnel Management,34.8,15.1,null,null,19.7,2007,2007
2007-09-30,2006,Y,Department of the Interior,20,2.9,null,null,17.1,2007,2007
2007-09-30,2006,Y,National Aeronautics and Space Administration,19.2,null,null,null,19.2,2007,2007
2007-09-30,2006,Y,Department of State,16,2.2,null,null,13.8,2007,2007
2007-09-30,2006,Y,Environmental Protection Agency,9.9,0.3,null,null,9.6,2007,2007
2007-09-30,2006,Y,Agency for International Development,10.5,0.1,null,null,10.4,2007,2007
2007-09-30,2006,Y,Department of Commerce,9.9,1.7,null,null,8.2,2007,2007
2007-09-30,2006,Y,Federal Communications Commission,7.9,0.3,null,null,7.6,2007,2007
2007-09-30,2006,Y,National Science Foundation,5.7,null,null,null,5.7,2007,2007
2007-09-30,2006,Y,Railroad Retirement Board,12.1,5,null,null,7.1,2007,2007
2007-09-30,2006,Y,Small Business Administration,1.7,0.3,null,null,1.4,2007,2007
2007-09-30,2006,Y,Federal Deposit Insurance Corporation,1.8,0.1,null,null,1.7,2007,2007
2007-09-30,2006,Y,Tennessee Valley Authority,9.5,10,null,null,-0.5,2007,2007
2007-09-30,2006,Y,U.S. Nuclear Regulatory Commission,1,0.6,null,null,0.4,2007,2007
2007-09-30,2006,Y,National Credit Union Administration,0.2,0.1,null,null,0.1,2007,2007
2007-09-30,2006,Y,General Services Administration,0.9,0.5,null,null,0.4,2007,2007
2007-09-30,2006,Y,Export-Import Bank of the United States,null,1.3,null,null,-1.3,2007,2007
2007-09-30,2006,Y,Pension Benefit Guaranty Corporation,-0.5,3.8,null,null,-4.3,2007,2007
2007-09-30,2006,Y,U.S. Postal Service,58.9,71.6,null,null,-12.7,2007,2007
2007-09-30,2006,Y,All other entities,27,-3.5,null,null,30.5,2007,2007
2007-09-30,2006,Y,Total,3127.7,226.4,null,null,2901.3,2007,2007
2006-09-30,2006,N,Department of Defense,658,24.1,null,null,633.9,2006,2006
2006-09-30,2006,N,Department of Health and Human Services,678.8,51.4,null,null,627.4,2006,2006
2006-09-30,2006,N,Social Security Administration,593.1,0.3,null,null,592.8,2006,2006
2006-09-30,2006,N,Interest on Treasury Securities held by the public,221.5,null,null,null,221.5,2006,2006
2006-09-30,2006,N,Department of Veterans Affairs,117.3,3.5,null,null,113.8,2006,2006
2006-09-30,2006,N,Department of Agriculture,109,11.4,null,null,97.6,2006,2006
2006-09-30,2006,N,Department of Education,97.3,4.7,null,null,92.6,2006,2006
2006-09-30,2006,N,Department of the Treasury,85.5,4.1,null,null,81.4,2006,2006
2006-09-30,2006,N,Department of Transportation,66.6,0.6,null,null,66,2006,2006
2006-09-30,2006,N,Department of Energy,70.9,5.1,null,null,65.8,2006,2006
2006-09-30,2006,N,Department of Homeland Security,63.4,6.8,null,null,56.6,2006,2006
2006-09-30,2006,N,Department of Labor,48.2,null,null,null,48.2,2006,2006
2006-09-30,2006,N,Department of Housing and Urban Development,43,1,null,null,42,2006,2006
2006-09-30,2006,N,Department of Justice,28.6,1,null,null,27.6,2006,2006
2006-09-30,2006,N,Office of Personnel Management,34.8,15.1,null,null,19.7,2006,2006
2006-09-30,2006,N,National Aeronautics and Space Administration,19.2,null,null,null,19.2,2006,2006
2006-09-30,2006,N,Department of the Interior,20,2.9,null,null,17.1,2006,2006
2006-09-30,2006,N,Department of State,16,2.2,null,null,13.8,2006,2006
2006-09-30,2006,N,Agency for International Development,10.5,0.1,null,null,10.4,2006,2006
2006-09-30,2006,N,Environmental Protection Agency,9.9,0.3,null,null,9.6,2006,2006
2006-09-30,2006,N,Department of Commerce,9.9,1.7,null,null,8.2,2006,2006
2006-09-30,2006,N,Federal Communications Commission,7.9,0.3,null,null,7.6,2006,2006
2006-09-30,2006,N,Railroad Retirement Board,12.1,5,null,null,7.1,2006,2006
2006-09-30,2006,N,National Science Foundation,5.7,null,null,null,5.7,2006,2006
2006-09-30,2006,N,Federal Deposit Insurance Corporation,1.8,0.1,null,null,1.7,2006,2006
2006-09-30,2006,N,Small Business Administration,1.7,0.3,null,null,1.4,2006,2006
2006-09-30,2006,N,U.S. Nuclear Regulatory Commission,1,0.6,null,null,0.4,2006,2006
2006-09-30,2006,N,General Services Administration,0.9,0.5,null,null,0.4,2006,2006
2006-09-30,2006,N,National Credit Union Administration,0.2,0.1,null,null,0.1,2006,2006
2006-09-30,2006,N,Tennessee Valley Authority,9.5,10,null,null,-0.5,2006,2006
2006-09-30,2006,N,Export-Import Bank of the United States,null,1.3,null,null,-1.3,2006,2006
2006-09-30,2006,N,Pension Benefit Guaranty Corporation,-0.5,3.8,null,null,-4.3,2006,2006
2006-09-30,2006,N,U.S. Postal Service,58.9,71.6,null,null,-12.7,2006,2006
2006-09-30,2006,N,All other entities,27,-3.5,null,null,30.5,2006,2006
2006-09-30,2006,N,Total,3127.7,226.4,null,null,2901.3,2006,2006
2006-09-30,2005,Y,Department of Defense,703.9,26.9,null,null,677,2006,2006
2006-09-30,2005,Y,Department of Health and Human Services,623.4,39.6,null,null,583.8,2006,2006
2006-09-30,2005,Y,Social Security Administration,572.1,-2,null,null,574.1,2006,2006
2006-09-30,2005,Y,Interest on Treasury Securities held by the public,181.2,null,null,null,181.2,2006,2006
2006-09-30,2005,Y,Department of Veterans Affairs,276.6,3.4,null,null,273.2,2006,2006
2006-09-30,2005,Y,Department of Agriculture,112.6,19.9,null,null,92.7,2006,2006
2006-09-30,2005,Y,Department of Education,75.6,4.7,null,null,70.9,2006,2006
2006-09-30,2005,Y,Department of the Treasury,82.3,3.1,null,null,79.2,2006,2006
2006-09-30,2005,Y,Department of Transportation,62.4,0.6,null,null,61.8,2006,2006
2006-09-30,2005,Y,Department of Energy,46.8,3.7,null,null,43.1,2006,2006
2006-09-30,2005,Y,Department of Homeland Security,74.6,6.7,null,null,67.9,2006,2006
2006-09-30,2005,Y,Department of Labor,50,null,null,null,50,2006,2006
2006-09-30,2005,Y,Department of Housing and Urban Development,43.6,1.3,null,null,42.3,2006,2006
2006-09-30,2005,Y,Department of Justice,27.3,0.8,null,null,26.5,2006,2006
2006-09-30,2005,Y,Office of Personnel Management,33.1,14.4,null,null,18.7,2006,2006
2006-09-30,2005,Y,National Aeronautics and Space Administration,16.5,0.1,null,null,16.4,2006,2006
2006-09-30,2005,Y,Department of the Interior,19.5,3.2,null,null,16.3,2006,2006
2006-09-30,2005,Y,Department of State,15.6,2,null,null,13.6,2006,2006
2006-09-30,2005,Y,Agency for International Development,13,0.2,null,null,12.8,2006,2006
2006-09-30,2005,Y,Environmental Protection Agency,9.3,0.4,null,null,8.9,2006,2006
2006-09-30,2005,Y,Department of Commerce,9.2,1.5,null,null,7.7,2006,2006
2006-09-30,2005,Y,Federal Communications Commission,7.2,0.6,null,null,6.6,2006,2006
2006-09-30,2005,Y,Railroad Retirement Board,9.5,null,null,null,9.5,2006,2006
2006-09-30,2005,Y,National Science Foundation,5.5,null,null,null,5.5,2006,2006
2006-09-30,2005,Y,Federal Deposit Insurance Corporation,1.4,0.2,null,null,1.2,2006,2006
2006-09-30,2005,Y,Small Business Administration,1.4,0.4,null,null,1,2006,2006
2006-09-30,2005,Y,U.S. Nuclear Regulatory Commission,0.9,0.5,null,null,0.4,2006,2006
2006-09-30,2005,Y,General Services Administration,0.2,0.4,null,null,-0.2,2006,2006
2006-09-30,2005,Y,National Credit Union Administration,0.1,0.2,null,null,-0.1,2006,2006
2006-09-30,2005,Y,Tennessee Valley Authority,8.6,8.7,null,null,-0.1,2006,2006
2006-09-30,2005,Y,Export-Import Bank of the United States,-0.2,2.5,null,null,-2.7,2006,2006
2006-09-30,2005,Y,Pension Benefit Guaranty Corporation,5.1,4.3,null,null,0.8,2006,2006
2006-09-30,2005,Y,U.S. Postal Service,56,68.9,null,null,-12.9,2006,2006
2006-09-30,2005,Y,All other entities,30.3,7.6,null,null,22.7,2006,2006
2006-09-30,2005,Y,Total,3174.6,224.8,null,null,2949.8,2006,2006
2005-09-30,2005,N,Department of Defense,703.9,26.9,null,null,677,2005,2005
2005-09-30,2005,N,Department of Health and Human Services,623.4,39.6,null,null,583.8,2005,2005
2005-09-30,2005,N,Social Security Administration,572.1,-2,null,null,574.1,2005,2005
2005-09-30,2005,N,Department of Veterans Affairs,276.6,3.4,null,null,273.2,2005,2005
2005-09-30,2005,N,Interest on Treasury Securities held by the public,181.2,null,null,null,181.2,2005,2005
2005-09-30,2005,N,Department of Agriculture,112.6,19.9,null,null,92.7,2005,2005
2005-09-30,2005,N,Department of the Treasury,82.3,3.1,null,null,79.2,2005,2005
2005-09-30,2005,N,Department of Education,75.6,4.7,null,null,70.9,2005,2005
2005-09-30,2005,N,Department of Homeland Security,74.6,6.7,null,null,67.9,2005,2005
2005-09-30,2005,N,Department of Transportation,62.4,0.6,null,null,61.8,2005,2005
2005-09-30,2005,N,Department of Labor,50,null,null,null,50,2005,2005
2005-09-30,2005,N,Department of Energy,46.8,3.7,null,null,43.1,2005,2005
2005-09-30,2005,N,Department of Housing and Urban Development,43.6,1.3,null,null,42.3,2005,2005
2005-09-30,2005,N,Department of Justice,27.3,0.8,null,null,26.5,2005,2005
2005-09-30,2005,N,Office of Personnel Management,33.1,14.4,null,null,18.7,2005,2005
2005-09-30,2005,N,National Aeronautics and Space Administration,16.5,0.1,null,null,16.4,2005,2005
2005-09-30,2005,N,Department of the Interior,19.5,3.2,null,null,16.3,2005,2005
2005-09-30,2005,N,Department of State,15.6,2,null,null,13.6,2005,2005
2005-09-30,2005,N,Agency for International Development,13,0.2,null,null,12.8,2005,2005
2005-09-30,2005,N,Railroad Retirement Board,9.5,null,null,null,9.5,2005,2005
2005-09-30,2005,N,Environmental Protection Agency,9.3,0.4,null,null,8.9,2005,2005
2005-09-30,2005,N,Department of Commerce,9.2,1.5,null,null,7.7,2005,2005
2005-09-30,2005,N,Federal Communications Commission,7.2,0.6,null,null,6.6,2005,2005
2005-09-30,2005,N,National Science Foundation,5.5,null,null,null,5.5,2005,2005
2005-09-30,2005,N,Federal Deposit Insurance Corporation,1.4,0.2,null,null,1.2,2005,2005
2005-09-30,2005,N,Small Business Administration,1.4,0.4,null,null,1,2005,2005
2005-09-30,2005,N,Pension Benefit Guaranty Corporation,5.1,4.3,null,null,0.8,2005,2005
2005-09-30,2005,N,U.S. Nuclear Regulatory Commission,0.9,0.5,null,null,0.4,2005,2005
2005-09-30,2005,N,Tennessee Valley Authority,8.6,8.7,null,null,-0.1,2005,2005
2005-09-30,2005,N,National Credit Union Administration,0.1,0.2,null,null,-0.1,2005,2005
2005-09-30,2005,N,General Services Administration,0.2,0.4,null,null,-0.2,2005,2005
2005-09-30,2005,N,Export-Import Bank of the United States,-0.2,2.5,null,null,-2.7,2005,2005
2005-09-30,2005,N,U.S. Postal Service,56,68.9,null,null,-12.9,2005,2005
2005-09-30,2005,N,All other entities,30.3,7.6,null,null,22.7,2005,2005
2005-09-30,2005,N,Total,3174.6,224.8,null,null,2949.8,2005,2005
2005-09-30,2004,Y,Department of Defense,672.1,22.3,null,null,649.8,2005,2005
2005-09-30,2004,Y,Department of Health and Human Services,583.9,33.4,null,null,550.5,2005,2005
2005-09-30,2004,Y,Social Security Administration,534.9,2.6,null,null,532.3,2005,2005
2005-09-30,2004,Y,Department of Veterans Affairs,51.1,3.2,null,null,47.9,2005,2005
2005-09-30,2004,Y,Interest on Treasury Securities held by the public,158.3,null,null,null,158.3,2005,2005
2005-09-30,2004,Y,Department of Agriculture,84.1,7.6,null,null,76.5,2005,2005
2005-09-30,2004,Y,Department of the Treasury,79.2,4,null,null,75.2,2005,2005
2005-09-30,2004,Y,Department of Education,63.9,4.8,null,null,59.1,2005,2005
2005-09-30,2004,Y,Department of Homeland Security,45.7,5.7,null,null,40,2005,2005
2005-09-30,2004,Y,Department of Transportation,56.7,0.6,null,null,56.1,2005,2005
2005-09-30,2004,Y,Department of Labor,58.6,null,null,null,58.6,2005,2005
2005-09-30,2004,Y,Department of Energy,27.3,4.9,null,null,22.4,2005,2005
2005-09-30,2004,Y,Department of Housing and Urban Development,41.8,1.3,null,null,40.5,2005,2005
2005-09-30,2004,Y,Department of Justice,35.4,0.8,null,null,34.6,2005,2005
2005-09-30,2004,Y,Office of Personnel Management,22.3,13.9,null,null,8.4,2005,2005
2005-09-30,2004,Y,National Aeronautics and Space Administration,17.3,0.1,null,null,17.2,2005,2005
2005-09-30,2004,Y,Department of the Interior,18.8,2.2,null,null,16.6,2005,2005
2005-09-30,2004,Y,Department of State,13.9,1.3,null,null,12.6,2005,2005
2005-09-30,2004,Y,Agency for International Development,10.7,0.1,null,null,10.6,2005,2005
2005-09-30,2004,Y,Railroad Retirement Board,9.3,null,null,null,9.3,2005,2005
2005-09-30,2004,Y,Environmental Protection Agency,9.5,0.3,null,null,9.2,2005,2005
2005-09-30,2004,Y,Department of Commerce,9.1,1.4,null,null,7.7,2005,2005
2005-09-30,2004,Y,Federal Communications Commission,7.6,0.8,null,null,6.8,2005,2005
2005-09-30,2004,Y,National Science Foundation,5.2,null,null,null,5.2,2005,2005
2005-09-30,2004,Y,Federal Deposit Insurance Corporation,0.8,0.2,null,null,0.6,2005,2005
2005-09-30,2004,Y,Small Business Administration,2.1,0.5,null,null,1.6,2005,2005
2005-09-30,2004,Y,Pension Benefit Guaranty Corporation,16.9,3.9,null,null,13,2005,2005
2005-09-30,2004,Y,U.S. Nuclear Regulatory Commission,0.8,0.5,null,null,0.3,2005,2005
2005-09-30,2004,Y,Tennessee Valley Authority,8.6,8.3,null,null,0.3,2005,2005
2005-09-30,2004,Y,National Credit Union Administration,0.2,0.1,null,null,0.1,2005,2005
2005-09-30,2004,Y,General Services Administration,null,0.5,null,null,-0.5,2005,2005
2005-09-30,2004,Y,Export-Import Bank of the United States,1.3,2.7,null,null,-1.4,2005,2005
2005-09-30,2004,Y,U.S. Postal Service,54,68,null,null,-14,2005,2005
2005-09-30,2004,Y,All other entities,30.6,11.1,null,null,19.5,2005,2005
2005-09-30,2004,Y,Total,2732,207.1,null,null,2524.9,2005,2005
2004-09-30,2004,N,Department of Defense,672.1,22.3,null,null,649.8,2004,2004
2004-09-30,2004,N,Department of Health and Human Services,583.9,33.4,null,null,550.5,2004,2004
2004-09-30,2004,N,Social Security Administration,534.9,2.6,null,null,532.3,2004,2004
2004-09-30,2004,N,Interest on Treasury Securities held by the public,158.3,null,null,null,158.3,2004,2004
2004-09-30,2004,N,Department of Agriculture,84.1,7.6,null,null,76.5,2004,2004
2004-09-30,2004,N,Department of the Treasury,79.2,4,null,null,75.2,2004,2004
2004-09-30,2004,N,Department of Education,63.9,4.8,null,null,59.1,2004,2004
2004-09-30,2004,N,Department of Labor,58.6,null,null,null,58.6,2004,2004
2004-09-30,2004,N,Department of Transportation,56.7,0.6,null,null,56.1,2004,2004
2004-09-30,2004,N,Department of Veterans Affairs,51.1,3.2,null,null,47.9,2004,2004
2004-09-30,2004,N,Department of Housing and Urban Development,41.8,1.3,null,null,40.5,2004,2004
2004-09-30,2004,N,Department of Homeland Security,45.7,5.7,null,null,40,2004,2004
2004-09-30,2004,N,Department of Justice,35.4,0.8,null,null,34.6,2004,2004
2004-09-30,2004,N,Department of Energy,27.3,4.9,null,null,22.4,2004,2004
2004-09-30,2004,N,National Aeronautics and Space Administration,17.3,0.1,null,null,17.2,2004,2004
2004-09-30,2004,N,Department of the Interior,18.8,2.2,null,null,16.6,2004,2004
2004-09-30,2004,N,Pension Benefit Guaranty Corporation,16.9,3.9,null,null,13,2004,2004
2004-09-30,2004,N,Department of State,13.9,1.3,null,null,12.6,2004,2004
2004-09-30,2004,N,Agency for International Development,10.7,0.1,null,null,10.6,2004,2004
2004-09-30,2004,N,Railroad Retirement Board,9.3,null,null,null,9.3,2004,2004
2004-09-30,2004,N,Environmental Protection Agency,9.5,0.3,null,null,9.2,2004,2004
2004-09-30,2004,N,Office of Personnel Management,22.3,13.9,null,null,8.4,2004,2004
2004-09-30,2004,N,Department of Commerce,9.1,1.4,null,null,7.7,2004,2004
2004-09-30,2004,N,Federal Communications Commission,7.6,0.8,null,null,6.8,2004,2004
2004-09-30,2004,N,National Science Foundation,5.2,null,null,null,5.2,2004,2004
2004-09-30,2004,N,Small Business Administration,2.1,0.5,null,null,1.6,2004,2004
2004-09-30,2004,N,Federal Deposit Insurance Corporation,0.8,0.2,null,null,0.6,2004,2004
2004-09-30,2004,N,Nuclear Regulatory Commission,0.8,0.5,null,null,0.3,2004,2004
2004-09-30,2004,N,Tennessee Valley Authority,8.6,8.3,null,null,0.3,2004,2004
2004-09-30,2004,N,National Credit Union Administration,0.2,0.1,null,null,0.1,2004,2004
2004-09-30,2004,N,General Services Administration,null,0.5,null,null,-0.5,2004,2004
2004-09-30,2004,N,Export-Import Bank of the United States,1.3,2.7,null,null,-1.4,2004,2004
2004-09-30,2004,N,U.S. Postal Service,54,68,null,null,-14,2004,2004
2004-09-30,2004,N,All other entities,30.6,11.1,null,null,19.5,2004,2004
2004-09-30,2004,N,Total,2732,207.1,null,null,2524.9,2004,2004
2004-09-30,2003,Y,Department of Defense,562.2,12.5,null,null,549.7,2004,2004
2004-09-30,2003,Y,Department of Health and Human Services,542.3,29.7,null,null,512.6,2004,2004
2004-09-30,2003,Y,Social Security Administration,512.6,0.3,null,null,512.3,2004,2004
2004-09-30,2003,Y,Interest on Treasury Securities held by the public,156.8,null,null,null,156.8,2004,2004
2004-09-30,2003,Y,Department of Agriculture,95,10.7,null,null,84.3,2004,2004
2004-09-30,2003,Y,Department of the Treasury,79,2.6,null,null,76.4,2004,2004
2004-09-30,2003,Y,Department of Education,59,5,null,null,54,2004,2004
2004-09-30,2003,Y,Department of Labor,68.1,null,null,null,68.1,2004,2004
2004-09-30,2003,Y,Department of Transportation,63.3,1.2,null,null,62.1,2004,2004
2004-09-30,2003,Y,Department of Veterans Affairs,175.7,2.1,null,null,173.6,2004,2004
2004-09-30,2003,Y,Department of Housing and Urban Development,44.1,2,null,null,42.1,2004,2004
2004-09-30,2003,Y,Department of Homeland Security,27.5,2.6,null,null,24.9,2004,2004
2004-09-30,2003,Y,Department of Justice,30.7,1.3,null,null,29.4,2004,2004
2004-09-30,2003,Y,Department of Energy,2,5.3,null,null,-3.3,2004,2004
2004-09-30,2003,Y,National Aeronautics and Space Administration,12.9,0.1,null,null,12.8,2004,2004
2004-09-30,2003,Y,Department of the Interior,16,4.7,null,null,11.3,2004,2004
2004-09-30,2003,Y,Pension Benefit Guaranty Corporation,12.3,1.2,null,null,11.1,2004,2004
2004-09-30,2003,Y,Department of State,12.7,1.4,null,null,11.3,2004,2004
2004-09-30,2003,Y,Agency for International Development,10.3,0.1,null,null,10.2,2004,2004
2004-09-30,2003,Y,Railroad Retirement Board,9.6,null,null,null,9.6,2004,2004
2004-09-30,2003,Y,Environmental Protection Agency,9.5,0.4,null,null,9.1,2004,2004
2004-09-30,2003,Y,Office of Personnel Management,0.3,null,null,null,0.3,2004,2004
2004-09-30,2003,Y,Department of Commerce,8.8,1.3,null,null,7.5,2004,2004
2004-09-30,2003,Y,Federal Communications Commission,7.1,1.2,null,null,5.9,2004,2004
2004-09-30,2003,Y,National Science Foundation,4.8,null,null,null,4.8,2004,2004
2004-09-30,2003,Y,Small Business Administration,5,0.7,null,null,4.3,2004,2004
2004-09-30,2003,Y,Federal Deposit Insurance Corporation,-0.2,0.2,null,null,-0.4,2004,2004
2004-09-30,2003,Y,Nuclear Regulatory Commission,0.7,0.5,null,null,0.2,2004,2004
2004-09-30,2003,Y,Tennessee Valley Authority,8,7,null,null,1,2004,2004
2004-09-30,2003,Y,National Credit Union Administration,0.2,0.5,null,null,-0.3,2004,2004
2004-09-30,2003,Y,General Services Administration,0.8,0.3,null,null,0.5,2004,2004
2004-09-30,2003,Y,Export-Import Bank of the United States,-0.3,0.3,null,null,-0.6,2004,2004
2004-09-30,2003,Y,U.S. Postal Service,81.5,67.6,null,null,13.9,2004,2004
2004-09-30,2003,Y,All other entities,34.6,2,null,null,32.6,2004,2004
2004-09-30,2003,Y,Total,2652.9,164.8,null,null,2488.1,2004,2004
2003-09-30,2003,N,Department of Agriculture,95.6,10.7,null,null,84.9,2003,2003
2003-09-30,2003,N,Department of Commerce,8.8,1.3,null,null,7.5,2003,2003
2003-09-30,2003,N,Department of Defense,562.4,12.5,null,null,549.9,2003,2003
2003-09-30,2003,N,Department of Education,59,5,null,null,54,2003,2003
2003-09-30,2003,N,Department of Energy,2,5.3,null,null,-3.3,2003,2003
2003-09-30,2003,N,Department of Health and Human Services,542.6,29.7,null,null,512.9,2003,2003
2003-09-30,2003,N,Department of Homeland Security,27.5,2.6,null,null,24.9,2003,2003
2003-09-30,2003,N,Department of Housing and Urban Development,44.1,2,null,null,42.1,2003,2003
2003-09-30,2003,N,Department of the Interior,16,4.7,null,null,11.3,2003,2003
2003-09-30,2003,N,Department of Justice,30.7,1.3,null,null,29.4,2003,2003
2003-09-30,2003,N,Department of Labor,68.1,null,null,null,68.1,2003,2003
2003-09-30,2003,N,Department of State,12.7,1.4,null,null,11.3,2003,2003
2003-09-30,2003,N,Department of Transportation,64.2,1.2,null,null,63,2003,2003
2003-09-30,2003,N,Department of the Treasury,75,2.6,null,null,72.4,2003,2003
2003-09-30,2003,N,Interest on Treasury securities held by the public,156.8,null,null,null,156.8,2003,2003
2003-09-30,2003,N,Department of Veterans Affairs,175.7,2.1,null,null,173.6,2003,2003
2003-09-30,2003,N,U.S. Agency for International Development,10.3,0.1,null,null,10.2,2003,2003
2003-09-30,2003,N,Environmental Protection Agency,9.5,0.4,null,null,9.1,2003,2003
2003-09-30,2003,N,Federal Emergency Management Agency,2.5,0.8,null,null,1.7,2003,2003
2003-09-30,2003,N,General Services Administration,0.8,0.3,null,null,0.5,2003,2003
2003-09-30,2003,N,National Aeronautics and Space Administration,12.9,0.1,null,null,12.8,2003,2003
2003-09-30,2003,N,National Science Foundation,4.8,null,null,null,4.8,2003,2003
2003-09-30,2003,N,U.S. Nuclear Regulatory Commission,0.7,0.5,null,null,0.2,2003,2003
2003-09-30,2003,N,Office of Personnel Management,0.3,null,null,null,0.3,2003,2003
2003-09-30,2003,N,Small Business Administration,3.8,0.7,null,null,3.1,2003,2003
2003-09-30,2003,N,Social Security Administration,512.6,0.3,null,null,512.3,2003,2003
2003-09-30,2003,N,Export-Import Bank of the United States,0.1,0.3,null,null,-0.2,2003,2003
2003-09-30,2003,N,Federal Communications Commission,7.1,1.2,null,null,5.9,2003,2003
